id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
4374,493,GRAPHICS PROTOCOL,,,,company,Network Working Group,RFC,
4375,4930,Extensible Provisioning Protocol (EPP),,,EPP,company,Network Working Group,RFC,
4376,4931,Extensible Provisioning Protocol (EPP) Domain Name Mapping,,,EPP,company,Network Working Group,RFC,
4377,4932,Extensible Provisioning Protocol (EPP) Host Mapping,,,EPP,company,Network Working Group,RFC,
4378,4933,Extensible Provisioning Protocol (EPP) Contact Mapping,,,EPP,company,Network Working Group,RFC,
4379,4934,Extensible Provisioning Protocol (EPP) Transport Over TCP,,,EPP,company,Network Working Group,RFC,
4380,4935,Fibre Channel Fabric Configuration Server MIB,,,,company,Network Working Group,RFC,
4381,4936,Fibre Channel Zone Server MIB,,,,company,Network Working Group,RFC,
4382,4937,IANA Considerations for PPP over Ethernet (PPPoE),,,PPPoE,company,Network Working Group,RFC,
4383,4938,PPP Over Ethernet (PPPoE) Extensions for Credit Flow and Link Metrics,,,PPPoE,company,Network Working Group,RFC,
4384,4939,Definitions of Managed Objects for iSNS (Internet Storage Name Service),,,Internet Storage Name Service,company,Network Working Group,RFC,
4385,494, Availability of MIX and MIXAL in the Network ,,,,company,Network Working Group,RFC,
4386,4940,IANA Considerations for OSPF,,,,company,Network Working Group,RFC,
4387,4941,Privacy Extensions for Stateless Address Autoconfiguration in IPv6,,,,company,Network Working Group,RFC,
4388,4942,IPv6 Transition/Co-existence Security Considerations,,,,company,Network Working Group,RFC,
4389,4943,IPv6 Neighbor Discovery On-Link Assumption Considered Harmful,,,,company,Network Working Group,RFC,
4390,4944,Transmission of IPv6 Packets over IEEE 802.15.4 Networks,,,,company,Network Working Group,RFC,
4391,4945,The Internet IP Security PKI Profile of IKEv1/ISAKMP  IKEv2  and PKIX,,,,company,Network Working Group,RFC,
4392,4946,Atom License Extension,,,,person,Network Working Group,RFC,
4393,4947,Address Resolution Mechanisms for IP Datagrams over MPEG-2 Networks,,,,company,Network Working Group,RFC,
4394,4948,Report from the IAB workshop on Unwanted Traffic March 9-10  2006,,,,company,Network Working Group,RFC,
4395,4949,Internet Security Glossary  Version 2,,,,person,Network Working Group,RFC,
4396,495, Telnet Protocol specifications ,,,,company,Network Working Group,RFC,
4397,4950,ICMP Extensions for Multiprotocol Label Switching,,,,company,Network Working Group,RFC,
4398,4951,Fail Over Extensions for Layer 2 Tunneling Protocol (L2TP) "failover",,,L2TP,military,,RFC,
4399,4952,Overview and Framework for Internationalized Email,,,,company,Network Working Group,RFC,
4400,4953,Defending TCP Against Spoofing Attacks,,,,company,Network Working Group,RFC,
4401,4954,SMTP Service Extension for Authentication,,,,military,,RFC,
4402,4955,DNS Security (DNSSEC) Experiments,,,DNSSEC,company,Network Working Group,RFC,
4403,4956,DNS Security (DNSSEC) Opt-In,,,DNSSEC,company,Network Working Group,RFC,
4404,4957,Link-Layer Event Notifications for Detecting Network Attachments,,,,company,,RFC,
4405,4958,A Framework for Supporting Emergency Telecommunications Services (ETS) within a Single Administrative Domain,,,ETS,company,Network Working Group,RFC,
4406,4959,IMAP Extension for Simple Authentication and Security Layer (SASL) Initial Client Response,,,SASL,company,Network Working Group,RFC,
4407,496, TNLS quick reference card is available ,,,,company,Network Working Group,RFC,
4408,4960,Stream Control Transmission Protocol,,,,military,,RFC,
4409,4961,Symmetric RTP / RTP Control Protocol (RTCP),,,RTCP,company,Network Working Group,RFC,
4410,4962,Guidance for Authentication  Authorization  and Accounting (AAA) Key Management,,,AAA,company,Network Working Group,RFC,
4411,4963,IPv4 Reassembly Errors at High Data Rates,,,,company,Network Working Group,RFC,
4412,4964,The P-Answer-State Header Extension to the Session Initiation Protocol for the Open Mobile Alliance Push to Talk over Cellular,,,,company,,RFC,
4413,4965,CableLabs - IETF Standardization Collaboration,,,,company,Network Working Group,RFC,
4414,4966,Reasons to Move the Network Address Translator - Protocol Translator (NAT-PT) to Historic Status,,,NAT-PT,company,Network Working Group,RFC,
4415,4967,Dial String Parameter for the Session Initiation Protocol Uniform Resource Identifier,,,,company,Network Working Group,RFC,
4416,4968,Analysis of IPv6 Link Models for 802.16 Based Networks,,,,military,,RFC,
4417,4969,IANA Registration for vCard Enumservice,,,,company,Network Working Group,RFC,
4418,497,Traffic Statistics (March 1973),,,Mar-73,company,Network Working Group,RFC,
4419,4970,Extensions to OSPF for Advertising Optional Router Capabilities,,,,company,,RFC,
4420,4971,Intermediate System to Intermediate System (IS-IS) Extensions for Advertising Router Information,,,IS-IS,military,,RFC,
4421,4972,Routing Extensions for Discovery of Multiprotocol (MPLS) Label Switch Router (LSR) Traffic Engineering (TE) Mesh Membership,,,MPLS,company,,RFC,
4422,4973,OSPF-xTE: Experimental Extension to OSPF for Traffic Engineering,,,,company,Network Working Group,RFC,
4423,4974,Generalized MPLS (GMPLS) RSVP-TE Signaling Extensions in Support of Calls,,,GMPLS,company,Network Working Group,RFC,
4424,4975,The Message Session Relay Protocol (MSRP),,,MSRP,military,,RFC,
4425,4976,Relay Extensions for the Message Sessions Relay Protocol (MSRP),,,MSRP,company,Network Working Group,RFC,
4426,4977,Problem Statement: Dual Stack Mobility,,,,company,Network Working Group,RFC,
4427,4978,The IMAP COMPRESS Extension,,,,company,Network Working Group,RFC,
4428,4979,IANA Registration for Enumservice 'XMPP',,,,company,Network Working Group,RFC,
4429,498, On mail service to CCN ,,,,military,,RFC,
4430,4980,Analysis of Multihoming in Network Mobility Support,,,,company,Network Working Group,RFC,
4431,4981,Survey of Research towards Robust Peer-to-Peer Networks: Search Methods,,,,company,Network Working Group,RFC,
4432,4982,Support for Multiple Hash Algorithms in Cryptographically Generated Addresses (CGAs),,,CGAs,company,Network Working Group,RFC,
4433,4983,Fibre Channel Registered State Change Notification (RSCN) MIB,,,RSCN,company,Network Working Group,RFC,
4434,4984,Report from the IAB Workshop on Routing and Addressing,,,,military,,RFC,
4435,4985,Internet X.509 Public Key Infrastructure Subject Alternative Name for Expression of Service Name,,,,company,Network Working Group,RFC,
4436,4986,Requirements Related to DNS Security (DNSSEC) Trust Anchor Rollover,,,DNSSEC,company,Network Working Group,RFC,
4437,4987,TCP SYN Flooding Attacks and Common Mitigations,,,,company,Network Working Group,RFC,
4438,4988,Mobile IPv4 Fast Handovers,,Celluar,,company,Network Working Group,RFC,
4439,4989,Not Issued,,,,military,,RFC,
4440,499, Harvard's network RJE ,,,,company,Network Working Group,RFC,
4441,4990,Use of Addresses in Generalized Multiprotocol Label Switching (GMPLS) Networks,,,GMPLS,company,Network Working Group,RFC,
4442,4991,A Common Schema for Internet Registry Information Service Transfer Protocols,,,,company,Network Working Group,RFC,
4443,4992,XML Pipelining with Chunks for the Internet Registry Information Service,,,,company,Network Working Group,RFC,
4444,4993,A Lightweight UDP Transfer Protocol for the Internet Registry Information Service,,,,company,Network Working Group,RFC,
4445,4994,DHCPv6 Relay Agent Echo Request Option,,,,company,Network Working Group,RFC,
4446,4995,The RObust Header Compression (ROHC) Framework,,,ROHC,company,Network Working Group,RFC,
4447,4996,RObust Header Compression (ROHC): A Profile for TCP/IP (ROHC-TCP),,,ROHC,company,Network Working Group,RFC,
4448,4997,Formal Notation for RObust Header Compression (ROHC-FN),,,ROHC-FN,company,Network Working Group,RFC,
4449,4998,Evidence Record Syntax (ERS),,,ERS,company,Network Working Group,RFC,
4450,4999,Not Issued,,,,military,,RFC,
4451,5, Decode Encode Language (DEL) ,,,DEL,person,RFC-5,RFC,
4452,50, Comments on the Meyer Proposal ,,,,company,,RFC,
4453,500, Integration of data management systems on a computer network ,,,,military,,RFC,
4454,5000,Internet Official Protocol Standards,,,,company,Network Working Group,RFC,
4455,5001,DNS Name Server Identifier (NSID) Option,,,NSID,company,Network Working Group,RFC,
4456,5002,The Session Initiation Protocol (SIP) P-Profile-Key Private Header (P-Header),,,SIP,company,Network Working Group,RFC,
4457,5003,Attachment Individual Identifier (AII) Types for Aggregation,,,AII,company,Network Working Group,RFC,
4458,5004,Avoid BGP Best Path Transitions from One External to Another,,,,company,Network Working Group,RFC,
4459,5005,Feed Paging and Archiving,,,,company,Network Working Group,RFC,
4460,5006,IPv6 Router Advertisement Option for DNS Configuration,,,,company,,RFC,
4461,5007,DHCPv6 Leasequery,,,,company,Network Working Group,RFC,
4462,5008,Suite B in Secure/Multipurpose Internet Mail Extensions (S/MIME),,,S/MIME,company,Network Working Group,RFC,
4463,5009,Private Header (P-Header) Extension to the Session Initiation Protocol (SIP) for Authorization of Early Media,,,P-Header,company,Network Working Group,RFC,
4464,501, Un-muddling "free file transfer" ,,,,company,Network Working Group,RFC,
4465,5010,The Dynamic Host Configuration Protocol Version 4 (DHCPv4) Relay Agent Flags Suboption,,,DHCPv4,company,Network Working Group,RFC,
4466,5011,Automated Updates of DNS Security (DNSSEC) Trust Anchors,,,DNSSEC,company,Network Working Group,RFC,
4467,5012,Requirements for Emergency Context Resolution with Internet Technologies,,,,company,Network Working Group,RFC,
4468,5013,The Dublin Core Metadata Element Set,,,,company,Network Working Group,RFC,
4469,5014,IPv6 Socket API for Source Address Selection,,,,company,Network Working Group,RFC,
4470,5015,Bidirectional Protocol Independent Multicast (BIDIR-PIM),,,BIDIR-PIM,company,Network Working Group,RFC,
4471,5016,Requirements for a DomainKeys Identified Mail (DKIM) Signing Practices Protocol,,,DKIM,company,Network Working Group,RFC,
4472,5017,MIB Textual Conventions for Uniform Resource Identifiers (URIs),,,URIs,military,,RFC,
4473,5018,Connection Establishment in the Binary Floor Control Protocol (BFCP),,,BFCP,company,Network Working Group,RFC,
4474,5019,The Lightweight Online Certificate Status Protocol (OCSP) Profile for High-Volume Environments,,,OCSP,company,Network Working Group,RFC,
4475,502,Not Issued ,,,,military,,RFC,
4476,5020,The Lightweight Directory Access Protocol (LDAP) entryDN Operational Attribute,,,LDAP,company,Network Working Group,RFC,
4477,5021,Extended Kerberos Version 5 Key Distribution Center (KDC) Exchanges over TCP,,,KDC,company,Network Working Group,RFC,
4478,5022,Media Server Control Markup Language (MSCML) and Protocol,,,MSCML,company,Network Working Group,RFC,
4479,5023,The Atom Publishing Protocol,,,,military,,RFC,
4480,5024,ODETTE File Transfer Protocol 2.0,,,,company,Network Working Group,RFC,
4481,5025,Presence Authorization Rules,,,,company,Network Working Group,RFC,
4482,5026,Mobile IPv6 Bootstrapping in Split Scenario,,,,company,,RFC,
4483,5027,Security Preconditions for Session Description Protocol (SDP) Media Streams,,,SDP,company,Network Working Group,RFC,
4484,5028,A Telephone Number Mapping (ENUM) Service Registration for Instant Messaging (IM) Services,,,ENUM,company,Network Working Group,RFC,
4485,5029,Definition of an IS-IS Link Attribute Sub-TLV,,,,company,Network Working Group,RFC,
4486,503, Socket number list ,,,,person,Network Working Group,RFC,
4487,5030,Mobile IPv4 RADIUS Requirements,,,,company,,RFC,
4488,5031,A Uniform Resource Name (URN) for Emergency and Other Well-Known Services,,,URN,company,Network Working Group,RFC,
4489,5032,WITHIN Search Extension to the IMAP Protocol,,,,military,,RFC,
4490,5033,Specifying New Congestion Control Algorithms,,,,company,Network Working Group,RFC,
4491,5034,The Post Office Protocol (POP3) Simple Authentication and Security Layer (SASL) Authentication Mechanism,,,POP3,company,Network Working Group,RFC,
4492,5035,Enhanced Security Services (ESS) Update: Adding CertID Algorithm Agility,,,ESS,company,Network Working Group,RFC,
4493,5036,LDP Specification,,,,military,,RFC,
4494,5037,Experience with the Label Distribution Protocol (LDP),,,LDP,military,,RFC,
4495,5038,The Label Distribution Protocol (LDP) Implementation Survey Results,,,LDP,company,Network Working Group,RFC,
4496,5039,The Session Initiation Protocol (SIP) and Spam,,,SIP,company,Network Working Group,RFC,
4497,504, Distributed resources workshop announcement ,,,,company,Network Working Group,RFC,
4498,5040,A Remote Direct Memory Access Protocol Specification,,,,person,Network Working Group,RFC,
4499,5041,Direct Data Placement over Reliable Transports,,,,company,Network Working Group,RFC,
4500,5042,Direct Data Placement Protocol (DDP) / Remote Direct Memory Access Protocol (RDMAP) Security,,,DDP,company,Network Working Group,RFC,
4501,5043,Stream Control Transmission Protocol (SCTP) Direct Data Placement (DDP) Adaptation,,,SCTP,military,,RFC,
4502,5044,Marker PDU Aligned Framing for TCP Specification,,,,company,Network Working Group,RFC,
4503,5045,Applicability of Remote Direct Memory Access Protocol (RDMA) and Direct Data Placement (DDP),,,RDMA,company,,RFC,
4504,5046,Internet Small Computer System Interface (iSCSI) Extensions for Remote Direct Memory Access (RDMA),,,iSCSI,company,Network Working Group,RFC,
4505,5047,DA: Datamover Architecture for the Internet Small Computer System Interface (iSCSI),,,iSCSI,company,Network Working Group,RFC,
4506,5048,Internet Small Computer System Interface (iSCSI) Corrections and Clarifications,,,iSCSI,military,,RFC,
4507,5049,Applying Signaling Compression (SigComp) to the Session Initiation Protocol (SIP),,,SigComp,company,Network Working Group,RFC,
4508,505, Two solutions to a file transfer access problem ,,,,company,Network Working Group,RFC,
4509,5050,Bundle Protocol Specification,,,,company,Network Working Group,RFC,
4510,5051,i;unicode-casemap - Simple Unicode Collation Algorithm,,,,company,Network Working Group,RFC,
4511,5052,Forward Error Correction (FEC) Building Block,,,FEC,company,Network Working Group,RFC,
4512,5053,Raptor Forward Error Correction Scheme for Object Delivery,,,,company,Network Working Group,RFC,
4513,5054,Using the Secure Remote Password (SRP) Protocol for TLS Authentication,,,SRP,company,Network Working Group,RFC,
4514,5055,Server-Based Certificate Validation Protocol (SCVP),,,SCVP,company,Network Working Group,RFC,
4515,5056,On the Use of Channel Bindings to Secure Channels,,,,company,Network Working Group,RFC,
4516,5057,Multiple Dialog Usages in the Session Initiation Protocol,,,,company,Network Working Group,RFC,
4517,5058,Explicit Multicast (Xcast) Concepts and Options,,,Xcast,company,Network Working Group,RFC,
4518,5059,Bootstrap Router (BSR) Mechanism for Protocol Independent Multicast (PIM),,,BSR,company,Network Working Group,RFC,
4519,506, FTP command naming problem ,,,,company,Network Working Group,RFC,
4520,5060,Protocol Independent Multicast MIB,,,,company,Network Working Group,RFC,
4521,5061,Stream Control Transmission Protocol (SCTP) Dynamic Address Reconfiguration,,,SCTP,company,Network Working Group,RFC,
4522,5062,Security Attacks Found Against the Stream Control Transmission Protocol (SCTP) and Current Countermeasures,,,SCTP,company,Network Working Group,RFC,
4523,5063,Extensions to GMPLS Resource Reservation Protocol (RSVP) Graceful Restart,,,RSVP,military,,RFC,
4524,5064,The Archived-At Message Header Field,,,,company,Network Working Group,RFC,
4525,5065,Autonomous System Confederations for BGP,,,,company,Network Working Group,RFC,
4526,5066,Ethernet in the First Mile Copper (EFMCu) Interfaces MIB,,,EFMCu,company,Network Working Group,RFC,
4527,5067,Infrastructure ENUM Requirements,,,,company,Network Working Group,RFC,
4528,5068,Email Submission Operations: Access and Accountability Requirements,,,,company,Network Working Group,RFC,
4529,5069,Security Threats and Requirements for Emergency Call Marking and Mapping,,,,company,,RFC,
4530,507,Not Issued ,,,,military,,RFC,
4531,5070,The Incident Object Description Exchange Format,,,,company,Network Working Group,RFC,
4532,5071,Dynamic Host Configuration Protocol Options Used by PXELINUX,,,,company,Network Working Group,RFC,
4533,5072,IP Version 6 over PPP,,,,company,,RFC,
4534,5073,IGP Routing Protocol Extensions for Discovery of Traffic Engineering Node Capabilities,,,,military,,RFC,
4535,5074,DNSSEC Lookaside Validation (DLV),,,DLV,company,Network Working Group,RFC,
4536,5075,IPv6 Router Advertisement Flags Option,,,,company,,RFC,
4537,5076,ENUM Validation Information Mapping for the Extensible Provisioning Protocol,,,,company,Network Working Group,RFC,
4538,5077,Transport Layer Security (TLS) Session Resumption without Server-Side State,,,TLS,company,Network Working Group,RFC,
4539,5078,IAB and IESG Selection  Confirmation  and Recall Process: Revision of the Nominating and Recall Committees Timeline,,,,company,Network Working Group,RFC,
4540,5079,Rejecting Anonymous Requests in the Session Initiation Protocol (SIP),,,SIP,company,Network Working Group,RFC,
4541,508, Real-time data transmission on the ARPANET ,,,,company,Network Working Group,RFC,
4542,5080,Common Remote Authentication Dial In User Service (RADIUS) Implementation Issues and Suggested Fixes,,,RADIUS,company,Network Working Group,RFC,
4543,5081,Using OpenPGP Keys for Transport Layer Security (TLS) Authentication,,,TLS,company,Network Working Group,RFC,
4544,5082,The Generalized TTL Security Mechanism (GTSM),,,GTSM,person,Network Working Group,RFC,
4545,5083,Cryptographic Message Syntax (CMS) Authenticated-Enveloped-Data Content Type,,,CMS,company,Network Working Group,RFC,
4546,5084,Using AES-CCM and AES-GCM Authenticated Encryption in the Cryptographic Message Syntax (CMS),,,CMS,company,Network Working Group,RFC,
4547,5085,Pseudowire Virtual Circuit Connectivity Verification (VCCV): A Control Channel for Pseudowires,,,VCCV,military,,RFC,
4548,5086,Structure-Aware Time Division Multiplexed (TDM) Circuit Emulation Service over Packet Switched Network (CESoPSN),,,TDM,company,,RFC,
4549,5087,Time Division Multiplexing over IP (TDMoIP),,,TDMoIP,company,Network Working Group,RFC,
4550,5088,OSPF Protocol Extensions for Path Computation Element (PCE) Discovery,,,PCE,company,,RFC,
4551,5089,IS-IS Protocol Extensions for Path Computation Element (PCE) Discovery,,,PCE,company,,RFC,
4552,509, Traffic statistics (April 1973) ,,,April 1973,company,Network Working Group,RFC,
4553,5090,RADIUS Extension for Digest Authentication,,,,company,Network Working Group,RFC,
4554,5091,Identity-Based Cryptography Standard (IBCS) #1: Supersingular Curve Implementations of the BF and BB1 Cryptosystems,,,IBCS,company,Network Working Group,RFC,
4555,5092,IMAP URL Scheme,,,,company,,RFC,
4556,5093,BT's eXtended Network Quality RTP Control Protocol Extended Reports (RTCP XR XNQ),,,RTCP XR XNQ,company,Network Working Group,RFC,
4557,5094,Mobile IPv6 Vendor Specific Option,,,,company,Network Working Group,RFC,
4558,5095,Deprecation of Type 0 Routing Headers in IPv6,,,,company,Network Working Group,RFC,
4559,5096,Mobile IPv6 Experimental Messages,,,,company,Network Working Group,RFC,
4560,5097,MIB for the UDP-Lite protocol,,,,company,Network Working Group,RFC,
4561,5098,Signaling MIB for PacketCable and IPCablecom Multimedia Terminal Adapters (MTAs),,,MTAs,company,Network Working Group,RFC,
4562,5099,Not Issued,,,,military,,RFC,
4563,51,Proposal for a Network Interchange Language ,,,,military,,RFC,
4564,510, Request for network mailbox addresses ,,,,company,Network Working Group,RFC,
4565,5100,Not Issued,,,,military,,RFC,
4566,5101,Specification of the IP Flow Information Export (IPFIX) Protocol for the Exchange of IP Traffic Flow Information,,,IPFIX,military,,RFC,
4567,5102,Information Model for IP Flow Information Export,,,,company,Network Working Group,RFC,
4568,5103,Bidirectional Flow Export Using IP Flow Information Export (IPFIX),,,IPFIX,company,Network Working Group,RFC,
4569,5104,Codec Control Messages in the RTP Audio-Visual Profile with Feedback (AVPF),,,AVPF,company,Network Working Group,RFC,
4570,5105,ENUM Validation Token Format Definition,,,,company,Network Working Group,RFC,
4571,5106,The Extensible Authentication Protocol-Internet Key Exchange Protocol version 2 (EAP-IKEv2) Method,,,EAP-IKEv2,company,Network Working Group,RFC,
4572,5107,DHCP Server Identifier Override Suboption,,,,company,Network Working Group,RFC,
4573,5108,Not Issued,,,,military,,RFC,
4574,5109,RTP Payload Format for Generic Forward Error Correction,,,,military,,RFC,
4575,511, Enterprise phone service to NIC from ARPANET sites ,,,,company,ARPA Network Information Center,RFC,
4576,5110,Overview of the Internet Multicast Routing Architecture,,,,company,Network Working Group,RFC,
4577,5111,Experiment in Exploratory Group Formation within the Internet Engineering Task Force (IETF),,,IETF,company,Network Working Group,RFC,
4578,5112,The Presence-Specific Static Dictionary for Signaling Compression (Sigcomp),,,Sigcomp,company,Network Working Group,RFC,
4579,5113,Network Discovery and Selection Problem,,,,company,Network Working Group,RFC,
4580,5114,Additional Diffie-Hellman Groups for Use with IETF Standards,,,,company,Network Working Group,RFC,
4581,5115,Telephony Routing over IP (TRIP) Attribute for Resource Priority,,,TRIP,company,Network Working Group,RFC,
4582,5116,An Interface and Algorithms for Authenticated Encryption,,,,company,Network Working Group,RFC,
4583,5117,RTP Topologies,,,,company,Network Working Group,RFC,
4584,5118,Session Initiation Protocol (SIP) Torture Test Messages for Internet Protocol Version 6 (IPv6),,,SIP,company,Network Working Group,RFC,
4585,5119,A Uniform Resource Name (URN) Namespace for the Society of Motion Picture and Television Engineers (SMPTE),,,URN,company,Network Working Group,RFC,
4586,512, More on lost message detection ,,,,company,Network Working Group,RFC,
4587,5120,M-ISIS: Multi Topology (MT) Routing in Intermediate System to Intermediate Systems (IS-ISs),,,MT,company,Network Working Group,RFC,
4588,5121,Transmission of IPv6 via the IPv6 Convergence Sublayer over IEEE 802.16 Networks,,,,company,Network Working Group,RFC,
4589,5122,Internationalized Resource Identifiers (IRIs) and Uniform Resource Identifiers (URIs) for the Extensible Messaging and Presence Protocol (XMPP),,,IRIs,company,Network Working Group,RFC,
4590,5123,Considerations in Validating the Path in BGP,,,,company,Network Working Group,RFC,
4591,5124,Extended Secure RTP Profile for Real-time Transport Control Protocol (RTCP)-Based Feedback (RTP/SAVPF),,,RTCP,company,Network Working Group,RFC,
4592,5125,Reclassification of RFC 3525 to Historic,,,,company,Network Working Group,RFC,
4593,5126,CMS Advanced Electronic Signatures (CAdES),,,CAdES,company,Network Working Group,RFC,
4594,5127,Aggregation of Diffserv Service Classes,,,,company,Network Working Group,RFC,
4595,5128,State of Peer-to-Peer (P2P) Communication across Network Address Translators (NATs),,,P2P,company,Network Working Group,RFC,
4596,5129,Explicit Congestion Marking in MPLS,,,,company,Network Working Group,RFC,
4597,513, Comments on the new Telnet specifications ,,,,company,Network Working Group,RFC,
4598,5130,A Policy Control Mechanism in IS-IS Using Administrative Tags,,,,company,Network Working Group,RFC,
4599,5131,A MIB Textual Convention for Language Tags,,,,military,,RFC,
4600,5132,IP Multicast MIB,,,,company,Network Working Group,RFC,
4601,5133,Terminal Endpoint Identifier (TEI) Query Request Number Change,,,TEI,company,Network Working Group,RFC,
4602,5134,A Uniform Resource Name Namespace for the EPCglobal Electronic Product Code (EPC) and Related Standards,,,EPC,company,Network Working Group,RFC,
4603,5135,IP Multicast Requirements for a Network Address Translator (NAT) and a Network Address Port Translator (NAPT),,,NAT,company,Network Working Group,RFC,
4604,5136,Defining Network Capacity,,,,company,Network Working Group,RFC,
4605,5137,ASCII Escaping of Unicode Characters,,,,person,Network Working Group,RFC,
4606,5138,A Uniform Resource Name (URN) Namespace for the Commission for the Management and Application of Geoscience Information (CGI),,,URN,company,Network Working Group,RFC,
4607,5139,Revised Civic Location Format for Presence Information Data Format Location Object (PIDF-LO),,,PIDF-LO,company,Network Working Group,RFC,
4608,514, Network make-work ,,,,company,Network Working Group,RFC,
4609,5140,A Telephony Gateway REgistration Protocol (TGREP),,,TGREP,company,Network Working Group,RFC,
4610,5141,A Uniform Resource Name (URN) Namespace for the International Organization for Standardization (ISO),,,URN,company,Network Working Group,RFC,
4611,5142,Mobility Header Home Agent Switch Message,,,,company,Network Working Group,RFC,
4612,5143,Synchronous Optical Network/Synchronous Digital Hierarchy (SONET/SDH) Circuit Emulation Service over MPLS (CEM) Encapsulation,,,SONET/SDH,company,Network Working Group,RFC,
4613,5144,A Domain Availability Check (DCHK) Registry Type for the Internet Registry Information Service (IRIS),,,DCHK,company,Network Working Group,RFC,
4614,5145,Framework for MPLS-TE to GMPLS Migration,,,,military,,RFC,
4615,5146,Interworking Requirements to Support Operation of MPLS-TE over GMPLS Networks,,,,military,,RFC,
4616,5147,URI Fragment Identifiers for the text/plain Media Type,,,,company,Network Working Group,RFC,
4617,5148,Jitter Considerations in Mobile Ad Hoc Networks (MANETs),,,MANETs,company,Network Working Group,RFC,
4618,5149,Service Selection for Mobile IPv6,,,,company,Network Working Group,RFC,
4619,515,Specifications for Datalanguage  Version 0/9,,,,company,Network Working Group,RFC,
4620,5150,Label Switched Path Stitching with Generalized Multiprotocol Label Switching Traffic Engineering (GMPLS TE),,,GMPLS TE,company,Network Working Group,RFC,
4621,5151,Inter-Domain MPLS and GMPLS Traffic Engineering -- Resource Reservation Protocol-Traffic Engineering (RSVP-TE) Extensions,,,RSVP-TE,company,,RFC,
4622,5152,A Per-Domain Path Computation Method for Establishing Inter-Domain Traffic Engineering (TE) Label Switched Paths (LSPs),,,TE,company,,RFC,
4623,5153,IP Flow Information Export (IPFIX) Implementation Guidelines,,,IPFIX,company,Network Working Group,RFC,
4624,5154,IP over IEEE 802.16 Problem Statement and Goals,,,,company,,RFC,
4625,5155,DNS Security (DNSSEC) Hashed Authenticated Denial of Existence,,,DNSSEC,company,Network Working Group,RFC,
4626,5156,Special-Use IPv6 Addresses,,,,company,Network Working Group,RFC,
4627,5157,IPv6 Implications for Network Scanning,,,,company,Network Working Group,RFC,
4628,5158,6to4 Reverse DNS Delegation Specification,,,,company,Network Working Group,RFC,
4629,5159,Session Description Protocol (SDP) Attributes for Open Mobile Alliance (OMA) Broadcast (BCAST) Service and Content Protection,,,SDP,company,,RFC,
4630,516, Lost message detection ,,,,company,Network Working Group,RFC,
4631,5160,Considerations of Provider-to-Provider Agreements for Internet-Scale Quality of Service (QoS),,,QoS,company,Network Working Group,RFC,
4632,5161,The IMAP ENABLE Extension,,,,military,,RFC,
4633,5162,IMAP4 Extensions for Quick Mailbox Resynchronization,,,,company,Network Working Group,RFC,
4634,5163,Extension Formats for Unidirectional Lightweight Encapsulation (ULE) and the Generic Stream Encapsulation (GSE),,,ULE,company,Network Working Group,RFC,
4635,5164,Mobility Services Transport: Problem Statement,,,,military,,RFC,
4636,5165,A Uniform Resource Name (URN) Namespace for the Open Geospatial Consortium (OGC),,,URN,company,Network Working Group,RFC,
4637,5166,Metrics for the Evaluation of Congestion Control Mechanisms,,,,military,,RFC,
4638,5167,Media Server Control Protocol Requirements,,,,company,Network Working Group,RFC,
4639,5168,XML Schema for Media Control,,,,company,Network Working Group,RFC,
4640,5169,Handover Key Management and Re-Authentication Problem Statement,,,,company,Network Working Group,RFC,
4641,517,Not Issued ,,,,military,,RFC,
4642,5170,Low Density Parity Check (LDPC) Staircase and Triangle Forward Error Correction (FEC) Schemes,,,LDPC,company,Network Working Group,RFC,
4643,5171,Cisco Systems UniDirectional Link Detection (UDLD) Protocol,,,UDLD,company,Network Working Group,RFC,
4644,5172,Negotiation for IPv6 Datagram Compression Using IPv6 Control Protocol,,,,military,,RFC,
4645,5173,Sieve Email Filtering: Body Extension,,,,company,Network Working Group,RFC,
4646,5174,A Uniform Resource Name (URN) Namespace for the European Broadcasting Union (EBU),,,URN,company,Network Working Group,RFC,
4647,5175,IPv6 Router Advertisement Flags Option,,,,company,,RFC,
4648,5176,Dynamic Authorization Extensions to Remote Authentication Dial In User Service (RADIUS),,,RADIUS,company,Network Working Group,RFC,
4649,5177,Network Mobility (NEMO) Extensions for Mobile IPv4,,Celluar,NEMO,company,Network Working Group,RFC,
4650,5178,Generic Security Service Application Program Interface (GSS-API) Internationalization and Domain-Based Service Names and Name Type,,,GSS-API,company,Network Working Group,RFC,
4651,5179,Generic Security Service Application Program Interface (GSS-API) Domain-Based Service Names Mapping for the Kerberos V GSS Mechanism,,,GSS-API,company,Network Working Group,RFC,
4652,518, ARPANET accounts ,,,,company,Network Working Group,RFC,
4653,5180,IPv6 Benchmarking Methodology for Network Interconnect Devices,,,,company,Network Working Group,RFC,
4654,5181,IPv6 Deployment Scenarios in 802.16 Networks,,,,company,,RFC,
4655,5182,IMAP Extension for Referencing the Last SEARCH Result,,,,company,Network Working Group,RFC,
4656,5183,Sieve Email Filtering: Environment Extension,,,,company,Network Working Group,RFC,
4657,5184,Unified Layer 2 (L2) Abstractions for Layer 3 (L3)-Driven Fast Handover,,,L2,company,Network Working Group,RFC,
4658,5185,OSPF Multi-Area Adjacency,,,,company,Network Working Group,RFC,
